seed,scenario,lane,folds,trades,total_net,mean_net,hit_rate,trade_tstat,max_drawdown,average_duration,selection_rate,baseline_trade_tstat,baseline_total_net,trade_tstat_delta,total_net_delta,beats_baseline_tstat
1031391267,stationary_ou,lightgbm_barrier,2,1594,524.9876313945342,0.32935234089995874,0.6900878293601004,9.834922757807783,16.15656654569775,3.3939774153074027,0.17924823090775355,12.613270001505434,901.5284504457106,-2.7783472436976506,-376.5408190511764,False
1031391267,stationary_ou,lightgbm_huber,2,1949,676.7029102243783,0.34720518739065076,0.689584402257568,11.463589035639203,17.84674711481989,3.1149307337095946,0.2195092195703452,12.613270001505434,901.5284504457106,-1.1496809658662315,-224.8255402213323,False
1031391267,stationary_ou,lightgbm_point,2,1194,466.18185194698765,0.39043706193215044,0.7035175879396985,10.018425132723317,14.6619206531295,3.0309882747068677,0.1344337636644939,12.613270001505434,901.5284504457106,-2.5948448687821166,-435.346598498723,False
1031391267,stationary_ou,lightgbm_quantile,2,2035,694.5014886348803,0.34127837279355294,0.6884520884520885,11.535651471602213,16.22354415909308,3.3144963144963144,0.22915185025490148,12.613270001505434,901.5284504457106,-1.077618529903221,-207.02696181083036,False
1031391267,stationary_ou,rolling_z,2,2717,901.5284504457106,0.3318102504400849,0.6823702613176298,12.613270001505434,16.815392693607464,3.0566801619433197,0.3059768686433155,12.613270001505434,901.5284504457106,0.0,0.0,False
1601311424,regime_switching,catboost_barrier,2,963,250.299645857113,0.2599165585224434,0.6666666666666666,4.930315357171398,29.630373090443403,3.625129802699896,0.10278260908230905,4.769671886355966,321.7206216762902,0.1606434708154314,-71.42097581917719,True
1601311424,regime_switching,catboost_huber,2,1126,302.3914713519031,0.2685537045754024,0.6758436944937833,5.473446889991813,26.703377946147583,3.0452930728241565,0.11832107010770665,4.769671886355966,321.7206216762902,0.7037750036358466,-19.329150324387115,True
1601311424,regime_switching,catboost_point,2,1239,224.7333406454137,0.18138284152172213,0.6359967715899919,3.972497477844163,47.67719034789755,3.4947538337368846,0.1323972818214864,4.769671886355966,321.7206216762902,-0.7971744085118031,-96.98728103087649,False
1601311424,regime_switching,catboost_quantile,2,1454,237.45728555009157,0.1633131262380272,0.6313617606602476,3.969796986695046,56.70701059860483,3.5674002751031635,0.15541724796097703,4.769671886355966,321.7206216762902,-0.79987489966092,-84.26333612619862,False
1601311424,regime_switching,lightgbm_barrier,2,465,104.36431601485052,0.22443938927924842,0.6709677419354839,3.672985001268748,19.213879129681107,4.038709677419355,0.04911265678271802,4.769671886355966,321.7206216762902,-1.0966868850872182,-217.35630566143968,False
1601311424,regime_switching,lightgbm_huber,2,1299,309.04912438339386,0.23791310576088825,0.6605080831408776,5.1715329513190555,29.735632404037077,3.257890685142417,0.13778357064963043,4.769671886355966,321.7206216762902,0.4018610649630894,-12.671497292896333,True
1601311424,regime_switching,lightgbm_point,2,1004,271.01374217056036,0.26993400614597646,0.6872509960159362,5.4230950306609484,27.798771099362185,3.402390438247012,0.10556190548182304,4.769671886355966,321.7206216762902,0.6534231443049823,-50.70687950572983,True
1601311424,regime_switching,lightgbm_quantile,2,740,212.8255093849886,0.2876020397094441,0.6783783783783783,4.710017090130292,18.011874028085288,3.5337837837837838,0.07882788834258031,4.769671886355966,321.7206216762902,-0.059654796225673934,-108.89511229130159,False
1601311424,regime_switching,rolling_z,2,1731,321.7206216762902,0.18585824475811102,0.6377816291161178,4.769671886355966,49.72555205165879,3.2582322357019065,0.1840854494298962,4.769671886355966,321.7206216762902,0.0,0.0,False
1601311424,stationary_ou,catboost_barrier,2,2367,673.3732112457077,0.28448382393143545,0.6738487536966624,10.18255061867679,14.967614813078967,3.1968736797634136,0.2689821050705042,11.270826350369877,572.2468746087944,-1.088275731693086,101.12633663691327,False
1601311424,stationary_ou,catboost_huber,2,2126,682.4149636804967,0.320985401543037,0.680620884289746,10.574663819766721,16.013149144315435,2.989181561618062,0.24183219956280605,11.270826350369877,572.2468746087944,-0.6961625306031554,110.1680890717023,False
1601311424,stationary_ou,catboost_point,2,2332,769.8781154373128,0.3301364131377842,0.6826758147512865,11.525036457416798,16.013149144315435,3.0514579759862777,0.26501494500116185,11.270826350369877,572.2468746087944,0.25421010704692115,197.63124082851834,True
1601311424,stationary_ou,catboost_quantile,2,2647,816.4243700615626,0.3084338383307755,0.6773706082357386,11.431323198536878,15.17878375925028,3.0759350207782394,0.3004799417211788,11.270826350369877,572.2468746087944,0.16049684816700172,244.1774954527682,True
1601311424,stationary_ou,lightgbm_barrier,2,1868,572.5170511214609,0.30648664406930454,0.680406852248394,9.706985881393958,14.894570120196533,3.1231263383297643,0.21284807406386816,11.270826350369877,572.2468746087944,-1.5638404689759184,0.2701765126664668,False
1601311424,stationary_ou,lightgbm_huber,2,1950,621.5220158714625,0.3187292389084423,0.6779487179487179,9.98341794737546,16.45353446509631,2.973846153846154,0.22206482644879627,11.270826350369877,572.2468746087944,-1.2874084029944175,49.27514126266806,False
1601311424,stationary_ou,lightgbm_point,2,2114,702.1468253209447,0.33214135540252826,0.6840113528855251,10.93147154903373,14.967614813078967,2.9720908230842005,0.2405125204870415,11.270826350369877,572.2468746087944,-0.33935480133614604,129.89995071215026,False
1601311424,stationary_ou,lightgbm_quantile,2,2090,677.0695210535389,0.32395670863805687,0.6827751196172249,10.661135283403983,16.45353446509631,3.028708133971292,0.23782349989615098,11.270826350369877,572.2468746087944,-0.6096910669658939,104.82264644474446,False
1601311424,stationary_ou,rolling_z,2,1287,572.2468746087944,0.44463626620729946,0.710955710955711,11.270826350369877,10.36604307392468,2.682206682206682,0.14594001846661306,11.270826350369877,572.2468746087944,0.0,0.0,False
